"スキルカテゴリ","スキルカテゴリ識別子","スキル分類コード","スキル分類識別子","スキル分類","スキル項目コード","スキル項目識別子","スキル項目"
"テクノロジ","2","S210160","48","（システム）　ネットワークの基礎技術","S210160060","217","通信プロトコル"
"テクノロジ","2","S210160","48","（システム）　ネットワークの基礎技術","S210160070","218","データ通信と制御"
"テクノロジ","2","S210170","49","（システム）　ネットワークの構築技術","S210170010","219","ネットワークシステムの要件定義"
"テクノロジ","2","S210170","49","（システム）　ネットワークの構築技術","S210170020","220","ネットワーク設計"
"テクノロジ","2","S210170","49","（システム）　ネットワークの構築技術","S210170030","221","ネットワークシステムの実装技術"
"テクノロジ","2","S210170","49","（システム）　ネットワークの構築技術","S210170040","222","ネットワークシステムの導入と移行"
"テクノロジ","2","S210170","49","（システム）　ネットワークの構築技術","S210170050","223","ネットワークシステムの受け入れ"
"テクノロジ","2","S210170","49","（システム）　ネットワークの構築技術","S210170060","224","ネットワークシステムの運用・保守・管理"
"テクノロジ","2","S210180","50","（システム）　ネットワークの利用技術","S210180010","225","ネットワーク管理"
"テクノロジ","2","S210180","50","（システム）　ネットワークの利用技術","S210180020","226","ネットワーク応用"
"テクノロジ","2","S210180","50","（システム）　ネットワークの利用技術","S210180030","227","ネットワーク製品知識"
"テクノロジ","2","S210180","50","（システム）　ネットワークの利用技術","S210180040","228","業界固有のセキュリティ要件、事例"
"テクノロジ","2","S210180","50","（システム）　ネットワークの利用技術","S210180050","229","ネットワークシステムの評価"
"テクノロジ","2","S210180","50","（システム）　ネットワークの利用技術","S210180060","230","テレコミュニケーション"
"テクノロジ","2","S210190","82","（システム）　クラウドコンピューティングの基礎技術","S210190010","446","クラウドコンピューティング基礎"
"テクノロジ","2","S210200","83","（システム）　クラウドコンピューティングの構築技術","S210200010","447","クラウドデータベース技術"
"テクノロジ","2","S210200","83","（システム）　クラウドコンピューティングの構築技術","S210200020","448","クラウド構築技術"
"テクノロジ","2","S210200","83","（システム）　クラウドコンピューティングの構築技術","S210200030","449","クラウドアプリケーション実装技術"
"テクノロジ","2","S210200","83","（システム）　クラウドコンピューティングの構築技術","S210200040","450","仮想マシンゲストのセキュリティ"
"テクノロジ","2","S210210","84","（システム）　クラウドコンピューティングの利用技術","S210210010","451","インタークラウド技術"
"テクノロジ","2","S210210","84","（システム）　クラウドコンピューティングの利用技術","S210210020","452","クラウドコンピューティング利用"
"テクノロジ","2","S210210","84","（システム）　クラウドコンピューティングの利用技術","S210210030","453","クラウドシステムの監視技術"
"テクノロジ","2","S210220","85","（システム）　IoTの基礎技術","S210220010","460","IoTシステムアーキテクチャ"
"テクノロジ","2","S210220","85","（システム）　IoTの基礎技術","S210220020","461","IoTデバイスの基礎"
"テクノロジ","2","S210220","85","（システム）　IoTの基礎技術","S210220030","462","IoTセンサ技術"
"テクノロジ","2","S210220","85","（システム）　IoTの基礎技術","S210220040","463","アクチュエータ技術"
"テクノロジ","2","S210220","85","（システム）　IoTの基礎技術","S210220050","464","IoTの保守・運用リスク"
"テクノロジ","2","S210230","86","（システム）　IoTの構築技術","S210230010","465","IoTデバイス構築技術"
"テクノロジ","2","S210230","86","（システム）　IoTの構築技術","S210230020","466","センサデータ処理技法"
"テクノロジ","2","S210230","86","（システム）　IoTの構築技術","S210230030","467","フィードバック制御技術"
"テクノロジ","2","S210230","86","（システム）　IoTの構築技術","S210230040","468","IoTデバイスのセキュリティ対策"
"テクノロジ","2","S210230","86","（システム）　IoTの構築技術","S210230050","469","IoTデバイス通信"
"テクノロジ","2","S210230","86","（システム）　IoTの構築技術","S210230060","470","IoTゲートウェイ設計"
"テクノロジ","2","S210230","86","（システム）　IoTの構築技術","S210230070","471","IoTデバイスの遠隔制御技術"
"テクノロジ","2","S210230","86","（システム）　IoTの構築技術","S210230080","472","IoTエリアネットワーク技術"
"テクノロジ","2","S210230","86","（システム）　IoTの構築技術","S210230090","473","IoTサーバ分散処理技術"
"テクノロジ","2","S210230","86","（システム）　IoTの構築技術","S210230100","474","データ収集・分析技術"
"テクノロジ","2","S210230","86","（システム）　IoTの構築技術","S210230110","475","分散処理技術"
"テクノロジ","2","S210240","87","（システム）　IoTの利用技術","S210240010","476","IoTアプリケーション"
"テクノロジ","2","S210240","87","（システム）　IoTの利用技術","S210240020","477","IoTイネーブルメント"
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010010","231","システム要件定義"
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010020","232","システムインテグレーションとアーキテクチャ"
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010030","233","アプリケーション共通基盤要件定義手法"
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010040","234","アプリケーション共通基盤設計手法"
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010050","235","IT基盤構築プロセス"
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010060","236","システム間連携技術"
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010070","237","システム方式設計"
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010080","238","システム結合・システム適格性確認テスト"
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010090","239","導入・受入れ支援（システムアーキテクティング技術） "
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010100","240","オブジェクト指向技術"
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010110","241","ファイルシステム"
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010120","242","フレームワーク要素技術"
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010130","243","レガシーマイグレーション技術"
"テクノロジ","2","S220010","51","（開発）　システムアーキテクティング技術","S220010140","478","IoTシステムアーキテクチャ設計"
"テクノロジ","2","S220020","52","（開発）　システム開発管理技術","S220020010","244","開発プロセス・手法"
"テクノロジ","2","S220020","52","（開発）　システム開発管理技術","S220020020","245","開発環境管理"
"テクノロジ","2","S220020","52","（開発）　システム開発管理技術","S220020030","246","知的財産適用管理"
"テクノロジ","2","S220020","52","（開発）　システム開発管理技術","S220020040","247","構成管理・変更管理"
"テクノロジ","2","S230010","53","（保守・運用）　ITサービスマネジメント業務管理技術","S230010010","248","ITサービスマネジメントの業務フロー分析"
"テクノロジ","2","S230010","53","（保守・運用）　ITサービスマネジメント業務管理技術","S230010020","249","運用業務管理システムの運用管理"
"テクノロジ","2","S230010","53","（保守・運用）　ITサービスマネジメント業務管理技術","S230010030","250","運用業務管理システムの導入・設定"
"テクノロジ","2","S230020","54","（保守・運用）　ITサービスオペレーション技術","S230020010","251","サービスデリバリ"
"テクノロジ","2","S230020","54","（保守・運用）　ITサービスオペレーション技術","S230020020","252","業務システムオペレーション"
"テクノロジ","2","S230020","54","（保守・運用）　ITサービスオペレーション技術","S230020030","253","システム運用（オペレーション）"
"テクノロジ","2","S230020","54","（保守・運用）　ITサービスオペレーション技術","S230020040","254","ジョブスケジュール"
"テクノロジ","2","S230020","54","（保守・運用）　ITサービスオペレーション技術","S230020050","255","障害管理"
"テクノロジ","2","S230020","54","（保守・運用）　ITサービスオペレーション技術","S230020060","256","帳票デリバリ"
"テクノロジ","2","S230020","54","（保守・運用）　ITサービスオペレーション技術","S230020070","257","媒体管理"
"テクノロジ","2","S230020","54","（保守・運用）　ITサービスオペレーション技術","S230020080","258","システムの監視"
"テクノロジ","2","S230020","54","（保守・運用）　ITサービスオペレーション技術","S230020090","259","稼働状況管理"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030010","260","移行設計"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030020","261","移行"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030030","262","プラットフォーム移行設計"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030040","263","プラットフォーム移行"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030050","264","アプリケーションシステムの受け入れ"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030060","265","システム運用管理要件定義"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030070","266","システム運用管理設計"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030080","267","システム運用方式技法"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030090","268","システムの投資評価技法"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030100","269","システム管理計画"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030110","270","システム管理技術"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030120","271","システム保守基準"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030130","272","運行管理"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030140","273","システム管理製品"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030150","274","運用管理ソフト製品"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030160","275","運用システムの構築"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030170","276","運用システムの改善"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030180","277","運用に関するシステム評価"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030190","278","性能管理"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030200","279","障害時運用方式"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030210","280","災害対策"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030220","281","構成管理"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030230","282","保守技術"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030240","283","メンテナンス"
"テクノロジ","2","S230030","55","（保守・運用）　システム保守・運用・評価","S230030250","284","保守・廃棄"
"テクノロジ","2","S230040","56","（保守・運用）　障害修理技術","S230040010","285","障害状況把握・原因特定"
"テクノロジ","2","S230040","56","（保守・運用）　障害修理技術","S230040020","286","障害コール受付"
"テクノロジ","2","S230040","56","（保守・運用）　障害修理技術","S230040030","287","処置・修復作業の実践・動作検証"
"テクノロジ","2","S230050","57","（保守・運用）　施工実務技術","S230050010","288","施工実務手法"
"テクノロジ","2","S230050","57","（保守・運用）　施工実務技術","S230050020","289","工程・安全・環境管理"
"テクノロジ","2","S230050","57","（保守・運用）　施工実務技術","S230050030","290","ファシリティ関連工事"
"テクノロジ","2","S230060","58","（保守・運用）　ファシリティ設計技術","S230060010","291","ファシリティマネジメント技術問題解決技法"
"テクノロジ","2","S230060","58","（保守・運用）　ファシリティ設計技術","S230060020","292","建築の基礎知識と建築用製図（CAD）基礎知識"
"テクノロジ","2","S230060","58","（保守・運用）　ファシリティ設計技術","S230060030","293","環境対策"
"テクノロジ","2","S230060","58","（保守・運用）　ファシリティ設計技術","S230060040","294","信頼性、可用性、保守性"
"テクノロジ","2","S230060","58","（保守・運用）　ファシリティ設計技術","S230060050","295","耐震安全確保"
"テクノロジ","2","S230060","58","（保守・運用）　ファシリティ設計技術","S230060060","296","物理ネットワーク（通信ネットワーク）の設計"
"テクノロジ","2","S230060","58","（保守・運用）　ファシリティ設計技術","S230060070","297","防災防犯設備設計"
"テクノロジ","2","S230060","58","（保守・運用）　ファシリティ設計技術","S230060080","298","施工設計・計画"
"テクノロジ","2","S230060","58","（保守・運用）　ファシリティ設計技術","S230060090","299","コスト積算"
"テクノロジ","2","S230060","58","（保守・運用）　ファシリティ設計技術","S230060100","300","品質管理の知識"
"テクノロジ","2","S230070","59","（保守・運用）　サポートセンター基盤技術","S230070010","301","インシデント管理システム"
"テクノロジ","2","S230070","59","（保守・運用）　サポートセンター基盤技術","S230070020","302","コールトラッキングシステム"
"テクノロジ","2","S230070","59","（保守・運用）　サポートセンター基盤技術","S230070030","303","コンピュータテレフォニー"
"テクノロジ","2","S240010","60","（非機能要件）　非機能要件（可用性、性能・拡張性）","S240010010","304","非機能要件の基礎"
"テクノロジ","2","S240010","60","（非機能要件）　非機能要件（可用性、性能・拡張性）","S240010020","305","負荷分散と可用性の設計"
"テクノロジ","2","S240010","60","（非機能要件）　非機能要件（可用性、性能・拡張性）","S240010030","306","システム信頼性、性能設計"
"テクノロジ","2","S240010","60","（非機能要件）　非機能要件（可用性、性能・拡張性）","S240010040","307","高信頼性システムの設計"
"テクノロジ","2","S240010","60","（非機能要件）　非機能要件（可用性、性能・拡張性）","S240010050","308","データベースシステムの信頼性設計"
"テクノロジ","2","S240020","61","（非機能要件）　セキュリティの基礎技術","S240020010","309","情報セキュリティ"
"テクノロジ","2","S240020","61","（非機能要件）　セキュリティの基礎技術","S240020020","310","情報保証と情報セキュリティ"
"テクノロジ","2","S240020","61","（非機能要件）　セキュリティの基礎技術","S240020030","311","情報倫理とセキュリティ"
"テクノロジ","2","S240020","61","（非機能要件）　セキュリティの基礎技術","S240020040","312","セキュリティ・アーキテクチャ技術"
"テクノロジ","2","S240020","61","（非機能要件）　セキュリティの基礎技術","S240020050","313","アプリケーションセキュリティ"
"テクノロジ","2","S240020","61","（非機能要件）　セキュリティの基礎技術","S240020060","314","情報プラットフォームのセキュリティ技術"
"テクノロジ","2","S240020","61","（非機能要件）　セキュリティの基礎技術","S240020070","315","ネットワークのセキュリティリスク"
"テクノロジ","2","S240020","61","（非機能要件）　セキュリティの基礎技術","S240020080","316","暗号技術"
"テクノロジ","2","S240020","61","（非機能要件）　セキュリティの基礎技術","S240020090","317","セキュリティと個人情報"
"テクノロジ","2","S240020","61","（非機能要件）　セキュリティの基礎技術","S240020100","318","保証、信用、信頼のメカニズム"
"テクノロジ","2","S240020","61","（非機能要件）　セキュリティの基礎技術","S240020110","319","セキュリティ技術の理解と活用"
"テクノロジ","2","S240030","62","（非機能要件）　セキュリティの構築技術","S240030010","320","セキュリティ方針の策定"
"テクノロジ","2","S240030","62","（非機能要件）　セキュリティの構築技術","S240030020","321","セキュリティ対策基準の策定"
"テクノロジ","2","S240030","62","（非機能要件）　セキュリティの構築技術","S240030030","322","情報セキュリティ対策"
"テクノロジ","2","S240030","62","（非機能要件）　セキュリティの構築技術","S240030040","323","セキュリティ実装技術"
"テクノロジ","2","S240030","62","（非機能要件）　セキュリティの構築技術","S240030050","324","セキュリティシステムの計画策定"
"テクノロジ","2","S240030","62","（非機能要件）　セキュリティの構築技術","S240030060","325","セキュリティシステムの要件定義"
"テクノロジ","2","S240030","62","（非機能要件）　セキュリティの構築技術","S240030070","326","セキュリティシステムの設計"
"テクノロジ","2","S240030","62","（非機能要件）　セキュリティの構築技術","S240030080","327","セキュリティシステムの実装、検査"
"テクノロジ","2","S240030","62","（非機能要件）　セキュリティの構築技術","S240030090","328","コンピュータ・フォレンジクス（証拠保全追跡）"
"テクノロジ","2","S240040","63","（非機能要件）　セキュリティの利用技術","S240040010","329","セキュリティシステムの運用管理"
"テクノロジ","2","S240040","63","（非機能要件）　セキュリティの利用技術","S240040020","330","セキュリティシステム導入支援"
"テクノロジ","2","S240040","63","（非機能要件）　セキュリティの利用技術","S240040030","331","システム運用・保守技術（セキュリティ）"
"テクノロジ","2","S240040","63","（非機能要件）　セキュリティの利用技術","S240040040","332","セキュリティ障害（事件事故/インシデント）管理"
"テクノロジ","2","S240040","63","（非機能要件）　セキュリティの利用技術","S240040050","333","情報セキュリティ管理"
"テクノロジ","2","S240040","63","（非機能要件）　セキュリティの利用技術","S240040060","334","情報セキュリティ監査の実施・支援"
"テクノロジ","2","S240040","63","（非機能要件）　セキュリティの利用技術","S240040070","335","セキュリティ技術評価"
"テクノロジ","2","S240040","63","（非機能要件）　セキュリティの利用技術","S240040080","336","セキュリティの分析"
"テクノロジ","2","S240040","63","（非機能要件）　セキュリティの利用技術","S240040090","337","セキュリティの見直し（セキュリティシステムの評価と改善）"
"テクノロジ","2","S240040","63","（非機能要件）　セキュリティの利用技術","S240040100","444","コンテンツセキュリティ技術"
"テクノロジ","2","S240050","88","（非機能要件）　セーフティ（分析、設計）","S240050010","479","セーフティリスク分析"
"テクノロジ","2","S240050","88","（非機能要件）　セーフティ（分析、設計）","S240050020","480","セーフティリスク評価"
"テクノロジ","2","S240050","88","（非機能要件）　セーフティ（分析、設計）","S240050030","481","セーフティ設計技術"
"テクノロジ","2","S250010","64","（組込み・計測・制御）　組込みの基礎技術","S250010010","338","ネットワーク型組込みシステム"
"テクノロジ","2","S250010","64","（組込み・計測・制御）　組込みの基礎技術","S250010020","339","組込みの基礎"
"テクノロジ","2","S250010","64","（組込み・計測・制御）　組込みの基礎技術","S250010030","340","組込みプログラム"
"テクノロジ","2","S250010","64","（組込み・計測・制御）　組込みの基礎技術","S250010040","341","組込みマイクロコントローラ"
"テクノロジ","2","S250020","65","（組込み・計測・制御）　組込みの構築技術","S250020010","342","組込み用アーキテクチャ"
"テクノロジ","2","S250030","66","（組込み・計測・制御）　組込みの利用技術","S250030010","343","組込み応用分野の知識"
"テクノロジ","2","S250040","67","（組込み・計測・制御）　ディジタル技術","S250040010","344","ディジタル信号処理"
"テクノロジ","2","S250040","67","（組込み・計測・制御）　ディジタル技術","S250040020","345","ディジタル論理"
"テクノロジ","2","S250040","67","（組込み・計測・制御）　ディジタル技術","S250040030","346","情報のディジタル化"
"テクノロジ","2","S250050","68","（組込み・計測・制御）　ヒューマンインターフェース技術","S250050010","484","インタラクション設計"
"テクノロジ","2","S250050","68","（組込み・計測・制御）　ヒューマンインターフェース技術","S250050020","347","インタフェース設計"
"テクノロジ","2","S250050","68","（組込み・計測・制御）　ヒューマンインターフェース技術","S250050030","348","ヒューマンインタフェース技術"
"テクノロジ","2","S250050","68","（組込み・計測・制御）　ヒューマンインターフェース技術","S250050040","349","人間系入力"
"テクノロジ","2","S250060","69","（組込み・計測・制御）　マルチメディア技術","S250060010","350","マルチメディア応用"
"テクノロジ","2","S250060","69","（組込み・計測・制御）　マルチメディア技術","S250060020","351","マルチメディア技術"
"テクノロジ","2","S250070","70","（組込み・計測・制御）　グラフィック技術","S250070010","352","グラフィックス技術"
"テクノロジ","2","S250080","71","（組込み・計測・制御）　計測・制御技術","S250080010","353","計測・制御に関する理論"
"テクノロジ","2","S250080","71","（組込み・計測・制御）　計測・制御技術","S250080020","354","インタフェースシステムと混合信号システム"
"テクノロジ","2","S250080","71","（組込み・計測・制御）　計測・制御技術","S250080030","355","センサ技術"
"テクノロジ","2","S250080","71","（組込み・計測・制御）　計測・制御技術","S250080040","356","デバイスドライバ"
"テクノロジ","2","S250080","71","（組込み・計測・制御）　計測・制御技術","S250080050","357","並行開発（ハードウェア，ソフトウェア）"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010010","358","IT基礎"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010020","359","離散数学"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010030","360","論理学基礎"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010040","361","応用数学"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010050","362","情報に関する理論"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010060","363","通信に関する理論"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010070","364","基礎テクノロジ"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010080","365","情報入力"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010090","366","測定技法"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010100","367","アルゴリズム"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010110","368","データ構造"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010120","369","データ処理"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010130","370","コンピュータ基礎"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010140","371","アーキテクチャと構成"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010150","372","コンピュータシステム"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010160","373","コンピュータアーキテクチャ"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010170","374","コンピュータシステムの構成"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010180","375","コンピューティングの要素と構成"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010190","376","コンピュータリテラシー補講"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010200","377","バス"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010210","378","メモリ"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010220","379","プロセッサ"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010230","380","入出力デバイス"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010240","381","入出力装置"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010250","382","システムの構成"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010260","383","システムの評価指標"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010270","384","情報システム"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010280","385","情報システム管理"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010290","386","情報とコミュニケーション"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010300","387","低電力コンピューティング"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010310","388","IT業界動向の把握"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010320","389","システムと情報の概念"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010330","390","ソフトウェアのためのエンジニアリングエコノミクス"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010340","391","さまざまな情報システムの開発"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010350","392","関連技術（IT）動向の把握"
"テクノロジ","2","S260010","72","（共通技術）　IT基礎","S260010360","393","社会的視点と情報倫理"
"テクノロジ","2","S260020","73","（共通技術）　ナレッジマネジメント技術","S260020010","394","FAQ"
"テクノロジ","2","S260020","73","（共通技術）　ナレッジマネジメント技術","S260020020","395","ナレッジベース"
"テクノロジ","2","S260020","73","（共通技術）　ナレッジマネジメント技術","S260020030","396","ナレッジマネジメントの意義"
"テクノロジ","2","S260020","73","（共通技術）　ナレッジマネジメント技術","S260020040","397","ナレッジマネジメントシステム"
"関連知識","3","S310010","74","ビジネスインダストリ","S310010010","398","インダストリ知識"
"関連知識","3","S310010","74","ビジネスインダストリ","S310010020","399","エンジニアリングシステム"
"関連知識","3","S310010","74","ビジネスインダストリ","S310010030","400","ビジネスシステム"
"関連知識","3","S310010","74","ビジネスインダストリ","S310010040","401","産業機器"
"関連知識","3","S310010","74","ビジネスインダストリ","S310010050","402","民生機器"
"関連知識","3","S310020","75","企業活動","S310020010","403","経営・組織論"
"関連知識","3","S310020","75","企業活動","S310020020","404","会計・財務"
"関連知識","3","S310020","75","企業活動","S310020030","405","OR・IE"
"関連知識","3","S310020","75","企業活動","S310020040","406","技術者の社会的責任と倫理"
"関連知識","3","S310020","75","企業活動","S310020050","445","情報セキュリティ監査"
"関連知識","3","S310020","75","企業活動","S310020060","459","ビジネスプロセスマネジメント"
"関連知識","3","S310030","76","法規・基準・標準","S310030010","407","セキュリティ関連法規"
"関連知識","3","S310030","76","法規・基準・標準","S310030020","408","その他の法律・ガイドライン・技術者倫理"
"関連知識","3","S310030","76","法規・基準・標準","S310030030","409","知的財産権"
"関連知識","3","S310030","76","法規・基準・標準","S310030040","410","労働関連・取引関連法規"
"関連知識","3","S310030","76","法規・基準・標準","S310030050","411","標準化関連"
"関連知識","3","S310030","76","法規・基準・標準","S310030060","485","標準化関連（IoT関連）"
"関連知識","3","S310030","76","法規・基準・標準","S310030070","486","標準化関連（ITサービス）"
"関連知識","3","S310030","76","法規・基準・標準","S310030080","487","標準化関連（環境・品質）"
"関連知識","3","S310030","76","法規・基準・標準","S310030090","488","標準化関連（セーフティ）"
"関連知識","3","S310030","76","法規・基準・標準","S310030100","489","標準化関連（セキュリティ）"
"関連知識","3","S310030","76","法規・基準・標準","S310030110","490","標準化関連（ソフトウェア）"
"関連知識","3","S310030","76","法規・基準・標準","S310030120","491","標準化関連（プロジェクトマネジメント）"
"ITヒューマンスキル","4","S410010","77","創造力","S410010010","412","問題発見力"
"ITヒューマンスキル","4","S410010","77","創造力","S410010020","413","問題分析力"
"ITヒューマンスキル","4","S410010","77","創造力","S410010030","414","仮説設定力"
"ITヒューマンスキル","4","S410010","77","創造力","S410010040","415","論理思考力"
"ITヒューマンスキル","4","S410010","77","創造力","S410010050","416","概念化力"
"ITヒューマンスキル","4","S410020","78","実行・実践力","S410020010","417","俯瞰力"
"ITヒューマンスキル","4","S410020","78","実行・実践力","S410020020","418","深耕力"
"ITヒューマンスキル","4","S410020","78","実行・実践力","S410020030","419","継続力　"
"ITヒューマンスキル","4","S410020","78","実行・実践力","S410020040","420","革新力"
"ITヒューマンスキル","4","S410030","79","コミュニケーション力","S410030010","421","相手の考えを理解する力"
"ITヒューマンスキル","4","S410030","79","コミュニケーション力","S410030020","422","自分の考えを伝える力"
"ITヒューマンスキル","4","S410030","79","コミュニケーション力","S410030030","423","共感を呼ぶ力"
